1.26438,0.842608,4.33868
1.30287,0.842602,4.214
1.28864,0.831344,4.03333
1.24826,0.832207,4.04145
1.36385,0.830642,4.07297
1.23668,0.831737,4.13217
1.36094,0.830017,4.1401
