,A_CH_rim,A_alpha_rim,Vol,E_rim,Action
0,149.91625959453376,16.64082786533072,0.3121205893158431,0.12459034463233772,initial state
1,241.1743522480946,197.00112569836392,1.2241604836979452,0.3053156586786886,F
2,252.05824160764203,191.02481290758533,0.9880598377034462,0.27022381209071966,F
3,272.0077397734141,253.94069511634143,7.988369586234438,0.3756879014208693,F
4,226.06887699595308,122.96248051626435,10.30005471992449,0.3389723083423607,F
5,218.51823301972254,112.32532286101105,7.557724935133758,0.30843275272319143,F
6,275.2231935761533,201.75797635090476,8.384306449074774,0.3302245347219295,F
7,265.81129497259303,192.67296189525496,7.856595426898646,0.3004147020311297,F
8,278.550458552046,244.9876003501572,11.613017534450444,0.31549847699807904,F
9,263.4136755943927,259.16221422534136,9.128722767242174,0.43395531820642635,DI
10,293.8517088793447,289.96799900170345,11.734432346756392,0.5552062698375756,DI
11,301.76659588448695,290.9417488103827,9.795100866868895,0.5268539747695264,DI
12,299.7855922117768,292.27330369479887,9.900736253728185,0.6108037012032301,DI
13,291.2741378031569,282.94999565474654,9.811390851249554,0.5687001171720673,DI
14,279.0489062510915,272.0055253749365,9.63693617893074,0.6759615059681672,DI
15,257.51254898409564,250.91316636945749,9.461609161902334,0.7898566670005144,DI
16,241.55894242227325,232.91728490818286,9.810377897800151,1.299199763720551,DI
17,255.6129142266173,248.59318953360798,9.43381068179538,0.7297921159164005,DD
18,241.886099409498,233.13259981506462,9.09495654890773,1.3860843087154087,DI
19,262.4664506095086,253.28592277816142,9.50388793358443,0.6606967691026785,DD
20,242.05457371579112,233.20321066506722,8.699119733564073,1.3845677116661061,DI
