,A_CH_rim,A_alpha_rim,Vol,E_rim,Action
0,250.6646891544049,17.770899183631172,1.048129811748352,0.1491320655640137,initial state
1,279.2590850202705,157.03926023377335,8.564388002910361,0.21570698948395198,F
2,281.0564910819836,123.95817932969067,11.00945782168896,0.2860814999433307,F
3,331.42010964638746,116.8738250268575,12.516020788094076,0.33773402192106505,F
4,144.751898140213,36.07025097807082,7.931294060281236,0.11413305260724657,F
5,449.369368113821,425.876453427918,11.081962924357065,0.4142994714446341,F
6,488.5481424167888,454.97599847521997,14.432422736188947,0.4464190899466195,DI
7,515.0876308803732,477.8076923798835,15.03640456265815,0.5239358833633728,DI
8,521.5548089043401,490.7880850851143,15.344423948021513,0.5647541479854363,DI
9,519.4224391985354,493.478264110081,12.842853338003398,0.6059317543692783,DI
10,521.4923391713459,492.5564767745527,13.040948905093552,0.6270692116167524,DI
11,528.1086561979009,484.69693963966165,13.368000289265682,1.566599965284966,DI
12,542.7657054033822,498.174979055932,15.68807392102429,0.6525432521246362,DD
13,530.2954623707027,485.5021331118792,13.439322190921684,1.5544627303901883,DI
14,543.554267873105,499.1523566701517,15.70383469242918,0.6562474882735715,DD
15,530.1312746678383,485.8820074974801,13.432573860109374,1.5449322012319802,DI
16,544.2439433144841,499.68703142667437,15.700370649975492,0.6624595842356479,DD
17,530.2835991153642,485.9452963327726,13.409533205598658,1.5370825143058466,DI
18,544.2786262233302,500.04790875192384,15.701704965507815,0.6608218200639412,DD
19,530.7354038137654,486.08117596927514,13.400797512191167,1.5378852761970305,DI
20,544.6795844721919,499.77455778616786,13.524573370435753,0.663731460872133,DD
