Format Version,1.22,Take Name,Take 2023-10-03 11.50.27 AM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,29 Dec 1969 21:29:05 +0200,Total Frames in Take,601,Total Exported Frames,601,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,left_hand,left_hand,left_hand,left_hand,left_hand,left_hand,left_hand,right_hand,right_hand,right_hand,right_hand,right_hand,right_hand,right_hand
,,"44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,0.103528,-0.035929,0.105563,-0.988356,2.098199,1.186764,2.402652,0.122533,-0.054512,-0.081872,-0.987578,2.479729,1.169060,2.376021
1,0.008333,0.103418,-0.035906,0.105368,-0.988389,2.098206,1.186833,2.402658,0.122425,-0.054495,-0.082097,-0.987574,2.479754,1.169093,2.376056
2,0.016667,0.103342,-0.035852,0.105226,-0.988414,2.098224,1.186896,2.402661,0.122383,-0.054472,-0.082218,-0.987571,2.479790,1.169129,2.376084
3,0.025000,0.103259,-0.035762,0.105192,-0.988430,2.098249,1.186946,2.402665,0.122350,-0.054451,-0.082233,-0.987574,2.479833,1.169170,2.376111
4,0.033333,0.103164,-0.035658,0.105282,-0.988434,2.098280,1.186988,2.402668,0.122442,-0.054349,-0.082020,-0.987586,2.479887,1.169227,2.376131
5,0.041667,0.103079,-0.035562,0.105412,-0.988432,2.098315,1.187022,2.402667,0.122277,-0.054286,-0.081948,-0.987616,2.479944,1.169277,2.376160
6,0.050000,0.103033,-0.035483,0.105482,-0.988433,2.098345,1.187054,2.402660,0.122107,-0.054224,-0.081865,-0.987647,2.480003,1.169330,2.376190
7,0.058333,0.103005,-0.035447,0.105422,-0.988443,2.098366,1.187085,2.402648,0.122174,-0.054051,-0.081698,-0.987663,2.480062,1.169390,2.376204
8,0.066667,0.103021,-0.035451,0.105240,-0.988461,2.098373,1.187118,2.402628,0.122204,-0.053914,-0.081608,-0.987674,2.480114,1.169447,2.376217
9,0.075000,0.103010,-0.035486,0.104951,-0.988491,2.098371,1.187156,2.402604,0.122058,-0.053866,-0.081708,-0.987686,2.480167,1.169488,2.376235
10,0.083333,0.103012,-0.035532,0.104630,-0.988524,2.098365,1.187194,2.402575,0.121953,-0.053822,-0.081733,-0.987700,2.480225,1.169528,2.376252
11,0.091667,0.102965,-0.035596,0.104359,-0.988555,2.098357,1.187229,2.402547,0.122062,-0.053716,-0.081479,-0.987713,2.480289,1.169574,2.376254
12,0.100000,0.102841,-0.035638,0.104181,-0.988585,2.098351,1.187263,2.402520,0.121949,-0.053658,-0.081280,-0.987746,2.480361,1.169602,2.376266
13,0.108333,0.102693,-0.035674,0.104122,-0.988605,2.098346,1.187295,2.402495,0.122062,-0.053552,-0.080756,-0.987781,2.480440,1.169636,2.376267
14,0.116667,0.102549,-0.035728,0.104095,-0.988621,2.098343,1.187328,2.402471,0.122169,-0.053412,-0.080154,-0.987825,2.480523,1.169662,2.376269
15,0.125000,0.102399,-0.035793,0.104025,-0.988642,2.098343,1.187373,2.402441,0.122117,-0.053312,-0.079671,-0.987875,2.480613,1.169668,2.376276
16,0.133333,0.102249,-0.035864,0.103995,-0.988658,2.098342,1.187419,2.402416,0.122095,-0.053164,-0.079122,-0.987930,2.480702,1.169668,2.376282
17,0.141667,0.102144,-0.035885,0.103979,-0.988670,2.098345,1.187467,2.402398,0.122139,-0.053000,-0.078536,-0.987980,2.480790,1.169662,2.376288
18,0.150000,0.102067,-0.035885,0.103957,-0.988680,2.098346,1.187516,2.402386,0.122234,-0.052837,-0.077938,-0.988025,2.480873,1.169651,2.376291
19,0.158333,0.101984,-0.035877,0.103952,-0.988689,2.098349,1.187567,2.402384,0.122334,-0.052635,-0.077329,-0.988071,2.480954,1.169633,2.376292
20,0.166667,0.101894,-0.035835,0.103983,-0.988697,2.098354,1.187617,2.402385,0.122452,-0.052456,-0.076724,-0.988113,2.481035,1.169607,2.376296
21,0.175000,0.101795,-0.035774,0.104057,-0.988701,2.098360,1.187662,2.402394,0.122568,-0.052294,-0.076121,-0.988154,2.481113,1.169580,2.376302
22,0.183333,0.101671,-0.035661,0.104264,-0.988696,2.098367,1.187704,2.402411,0.122697,-0.052128,-0.075548,-0.988191,2.481188,1.169549,2.376316
23,0.191667,0.101523,-0.035495,0.104601,-0.988682,2.098380,1.187737,2.402438,0.122779,-0.052023,-0.074976,-0.988230,2.481255,1.169521,2.376336
24,0.200000,0.101320,-0.035246,0.105083,-0.988660,2.098403,1.187761,2.402473,0.122878,-0.051910,-0.074406,-0.988266,2.481326,1.169489,2.376357
