Format Version,1.22,Take Name,Take 2023-08-14 03.50.08 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,29 Dec 1969 18:31:34 +0200,Total Frames in Take,401,Total Exported Frames,401,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,left_hand,left_hand,left_hand,left_hand,left_hand,left_hand,left_hand
,,"44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
273,2.275000,0.671500,-0.075485,0.187418,0.712927,2.285968,1.505752,2.723072
274,2.283333,0.653899,-0.067521,0.191847,0.728733,2.285328,1.488243,2.720192
275,2.291667,0.633837,-0.060439,0.197320,0.745428,2.284722,1.470156,2.717633
276,2.300000,0.612486,-0.054027,0.203136,0.762022,2.284125,1.451594,2.715462
277,2.308333,0.590126,-0.047967,0.208084,0.778557,2.283533,1.432640,2.713751
278,2.316667,0.567381,-0.041724,0.211553,0.794722,2.282921,1.413377,2.712539
279,2.325000,0.544270,-0.035377,0.213464,0.810526,2.282257,1.393898,2.711867
280,2.333333,0.520414,-0.029355,0.214181,0.826096,2.281561,1.374270,2.711775
281,2.341667,0.496048,-0.022908,0.213741,0.841265,2.280831,1.354581,2.712329
282,2.350000,0.471635,-0.015454,0.212637,0.855633,2.280064,1.334902,2.713454
283,2.358333,0.446093,-0.007437,0.211759,0.869542,2.279217,1.315300,2.715170
284,2.366667,0.419497,0.001288,0.211526,0.882767,2.278295,1.295838,2.717467
285,2.375000,0.392088,0.010232,0.212626,0.894960,2.277295,1.276575,2.720365
286,2.383333,0.364053,0.019161,0.214432,0.906155,2.276248,1.257579,2.723889
287,2.391667,0.336106,0.027855,0.216544,0.916169,2.275199,1.238943,2.728031
288,2.400000,0.308128,0.035524,0.217597,0.925444,2.274240,1.220739,2.732756
289,2.408333,0.280984,0.042066,0.216849,0.933946,2.273357,1.203144,2.738037
290,2.416667,0.255243,0.047479,0.213520,0.941810,2.272542,1.186274,2.743826
291,2.425000,0.230154,0.051691,0.207609,0.949345,2.271802,1.170157,2.749955
292,2.433333,0.205012,0.054733,0.200255,0.956489,2.271105,1.154837,2.756348
293,2.441667,0.179823,0.057381,0.192408,0.962990,2.270373,1.140347,2.762892
294,2.450000,0.154477,0.060620,0.185112,0.968605,2.269553,1.126679,2.769530
295,2.458333,0.128907,0.065156,0.179804,0.973041,2.268592,1.113822,2.776187
296,2.466667,0.103760,0.071092,0.177338,0.976079,2.267430,1.101808,2.782891
297,2.475000,0.080404,0.078497,0.177413,0.977700,2.266084,1.090634,2.789664
298,2.483333,0.059647,0.086821,0.178868,0.978218,2.264635,1.080276,2.796537
299,2.491667,0.040094,0.095148,0.180748,0.978095,2.263308,1.070708,2.803445
300,2.500000,0.023178,0.103000,0.182011,0.977612,2.262107,1.062002,2.810404
301,2.508333,0.008332,0.109841,0.182047,0.977100,2.261076,1.054113,2.817241
302,2.516667,-0.004972,0.114950,0.180626,0.976799,2.260189,1.047024,2.823807
303,2.525000,-0.016962,0.118614,0.178220,0.976668,2.259454,1.040678,2.830084
304,2.533333,-0.027927,0.121148,0.175529,0.976593,2.258810,1.035005,2.836057
305,2.541667,-0.037300,0.123067,0.173196,0.976456,2.258207,1.029977,2.841708
306,2.550000,-0.045608,0.125260,0.171123,0.976190,2.257626,1.025532,2.846958
307,2.558333,-0.052703,0.128363,0.169703,0.975677,2.257030,1.021596,2.851820
308,2.566667,-0.058545,0.132661,0.169213,0.974854,2.256380,1.018122,2.856292
309,2.575000,-0.063524,0.138058,0.169875,0.973677,2.255642,1.015046,2.860392
310,2.583333,-0.067423,0.144340,0.171529,0.972213,2.254824,1.012313,2.864107
311,2.591667,-0.070630,0.151194,0.173483,0.970595,2.253978,1.009874,2.867474
312,2.600000,-0.073384,0.158174,0.175299,0.968951,2.253160,1.007689,2.870493
313,2.608333,-0.075887,0.164908,0.176776,0.967366,2.252415,1.005716,2.873198
314,2.616667,-0.078418,0.170869,0.177710,0.965957,2.251773,1.003893,2.875609
315,2.625000,-0.081138,0.175994,0.177883,0.964780,2.251281,1.002189,2.877733
316,2.633333,-0.084398,0.180111,0.177148,0.963875,2.250962,1.000563,2.879573
317,2.641667,-0.088294,0.183293,0.175354,0.963254,2.250849,0.998978,2.881140
318,2.650000,-0.092958,0.185296,0.172817,0.962891,2.250908,0.997378,2.882412
319,2.658333,-0.098401,0.186748,0.169291,0.962696,2.251122,0.995784,2.883433
320,2.666667,-0.104389,0.187541,0.165409,0.962586,2.251435,0.994187,2.884205
321,2.675000,-0.110528,0.187798,0.161291,0.962549,2.251800,0.992633,2.884786
322,2.683333,-0.116242,0.187819,0.157480,0.962503,2.252154,0.991114,2.885179
323,2.691667,-0.121503,0.188272,0.153974,0.962332,2.252468,0.989698,2.885456
324,2.700000,-0.126258,0.189465,0.150750,0.961996,2.252701,0.988402,2.885627
325,2.708333,-0.130275,0.191742,0.148218,0.961403,2.252847,0.987207,2.885701
326,2.716667,-0.133706,0.195301,0.146242,0.960517,2.252887,0.986134,2.885676
327,2.725000,-0.136791,0.200135,0.144956,0.959282,2.252827,0.985158,2.885570
328,2.733333,-0.139810,0.206029,0.144156,0.957718,2.252687,0.984261,2.885387
329,2.741667,-0.142990,0.212782,0.143756,0.955831,2.252490,0.983422,2.885139
330,2.750000,-0.146203,0.219604,0.143519,0.953835,2.252315,0.982656,2.884815
331,2.758333,-0.149604,0.226438,0.142782,0.951818,2.252190,0.981894,2.884463
332,2.766667,-0.152936,0.232491,0.141700,0.949989,2.252188,0.981184,2.884076
333,2.775000,-0.156221,0.237528,0.139978,0.948463,2.252272,0.980505,2.883687
334,2.783333,-0.159331,0.241403,0.137673,0.947304,2.252465,0.979874,2.883337
335,2.791667,-0.162161,0.244107,0.135039,0.946509,2.252757,0.979294,2.883039
336,2.800000,-0.164732,0.245850,0.132078,0.946032,2.253127,0.978735,2.882795
337,2.808333,-0.166921,0.246673,0.129020,0.945856,2.253583,0.978235,2.882581
338,2.816667,-0.168829,0.246764,0.126137,0.945882,2.254145,0.977818,2.882369
339,2.825000,-0.170575,0.246473,0.123459,0.945998,2.254689,0.977420,2.882201
340,2.833333,-0.172215,0.246130,0.120831,0.946130,2.255227,0.977034,2.882064
341,2.841667,-0.173800,0.245942,0.118349,0.946203,2.255733,0.976658,2.881937
342,2.850000,-0.175627,0.246149,0.116078,0.946093,2.256154,0.976265,2.881819
343,2.858333,-0.177453,0.246730,0.114170,0.945833,2.256516,0.975884,2.881689
344,2.866667,-0.179221,0.247760,0.112574,0.945422,2.256823,0.975522,2.881547
345,2.875000,-0.180749,0.249048,0.111287,0.944945,2.257101,0.975204,2.881401
346,2.883333,-0.182007,0.250679,0.110174,0.944402,2.257296,0.974908,2.881299
347,2.891667,-0.182929,0.252517,0.109173,0.943850,2.257447,0.974641,2.881246
348,2.900000,-0.183414,0.254434,0.108172,0.943356,2.257549,0.974411,2.881255
349,2.908333,-0.183609,0.256393,0.107105,0.942910,2.257591,0.974196,2.881318
350,2.916667,-0.183523,0.258253,0.106013,0.942542,2.257641,0.974025,2.881435
351,2.925000,-0.183282,0.259985,0.104788,0.942250,2.257696,0.973869,2.881591
352,2.933333,-0.183051,0.261586,0.103436,0.942001,2.257761,0.973719,2.881795
353,2.941667,-0.182871,0.262826,0.101921,0.941856,2.257842,0.973558,2.882032
354,2.950000,-0.182881,0.263678,0.100341,0.941786,2.257938,0.973372,2.882300
355,2.958333,-0.182994,0.264081,0.098776,0.941816,2.258054,0.973157,2.882607
356,2.966667,-0.183214,0.263963,0.097492,0.941940,2.258202,0.972931,2.882945
357,2.975000,-0.183838,0.263714,0.096220,0.942019,2.258315,0.972645,2.883337
358,2.983333,-0.184483,0.263269,0.094964,0.942145,2.258434,0.972335,2.883754
359,2.991667,-0.185138,0.262757,0.093651,0.942291,2.258550,0.972006,2.884181
360,3.000000,-0.185890,0.262225,0.091976,0.942456,2.258645,0.971652,2.884620
361,3.008333,-0.186729,0.261767,0.090380,0.942572,2.258751,0.971289,2.885065
362,3.016667,-0.187618,0.261355,0.088832,0.942657,2.258838,0.970911,2.885507
363,3.025000,-0.188364,0.261065,0.087439,0.942719,2.258936,0.970546,2.885951
364,3.033333,-0.189161,0.261077,0.086076,0.942681,2.258998,0.970174,2.886414
365,3.041667,-0.190126,0.261462,0.084706,0.942504,2.259009,0.969780,2.886897
366,3.050000,-0.191047,0.261977,0.083487,0.942284,2.259015,0.969405,2.887388
367,3.058333,-0.191857,0.262555,0.082446,0.942050,2.259040,0.969058,2.887891
368,3.066667,-0.192588,0.262915,0.081443,0.941888,2.259073,0.968728,2.888398
369,3.075000,-0.193140,0.262982,0.080356,0.941849,2.259109,0.968402,2.888905
370,3.083333,-0.193635,0.262656,0.079424,0.941918,2.259200,0.968108,2.889388
371,3.091667,-0.194205,0.262171,0.078442,0.942018,2.259293,0.967806,2.889850
372,3.100000,-0.194966,0.261633,0.077353,0.942100,2.259361,0.967472,2.890298
373,3.108333,-0.195788,0.260917,0.076348,0.942210,2.259445,0.967133,2.890715
374,3.116667,-0.196697,0.260067,0.075483,0.942326,2.259537,0.966786,2.891097
375,3.125000,-0.197637,0.259228,0.074731,0.942420,2.259632,0.966442,2.891438
376,3.133333,-0.198596,0.258347,0.074057,0.942514,2.259735,0.966105,2.891740
377,3.141667,-0.199611,0.257402,0.073427,0.942607,2.259845,0.965777,2.892010
378,3.150000,-0.200694,0.256414,0.072871,0.942690,2.259972,0.965459,2.892254
379,3.158333,-0.201825,0.255399,0.072384,0.942761,2.260115,0.965161,2.892474
380,3.166667,-0.202794,0.254399,0.071857,0.942864,2.260280,0.964898,2.892672
381,3.175000,-0.203638,0.253419,0.071480,0.942975,2.260468,0.964688,2.892855
382,3.183333,-0.204205,0.252476,0.071126,0.943132,2.260662,0.964520,2.893028
383,3.191667,-0.204560,0.251620,0.070698,0.943316,2.260864,0.964390,2.893186
384,3.200000,-0.204808,0.250844,0.070235,0.943503,2.261076,0.964288,2.893330
385,3.208333,-0.204977,0.250178,0.069715,0.943682,2.261297,0.964210,2.893462
386,3.216667,-0.205077,0.249623,0.069167,0.943847,2.261521,0.964149,2.893574
387,3.225000,-0.205149,0.249205,0.068591,0.943984,2.261742,0.964101,2.893672
388,3.233333,-0.205213,0.248980,0.067889,0.944080,2.261960,0.964052,2.893758
389,3.241667,-0.205406,0.248771,0.067329,0.944134,2.262197,0.964016,2.893826
390,3.250000,-0.205579,0.248593,0.066697,0.944188,2.262443,0.963971,2.893878
391,3.258333,-0.205715,0.248398,0.066005,0.944258,2.262684,0.963914,2.893913
392,3.266667,-0.205896,0.248086,0.065356,0.944346,2.262946,0.963855,2.893936
393,3.275000,-0.206086,0.247598,0.064719,0.944476,2.263231,0.963792,2.893945
394,3.283333,-0.206327,0.246910,0.064158,0.944642,2.263539,0.963720,2.893948
395,3.291667,-0.206573,0.246016,0.063658,0.944855,2.263893,0.963650,2.893953
396,3.300000,-0.206839,0.245025,0.063210,0.945084,2.264249,0.963568,2.893954
397,3.308333,-0.207108,0.243920,0.062808,0.945338,2.264605,0.963485,2.893953
398,3.316667,-0.207262,0.242671,0.062529,0.945644,2.264990,0.963421,2.893950
399,3.325000,-0.207465,0.241564,0.062226,0.945903,2.265361,0.963346,2.893945
400,3.333333,-0.207864,0.240894,0.061740,0.946019,2.265690,0.963262,2.893940
