,A_CH_rim,A_alpha_rim,Vol,E_rim,Action
0,74.96465305393968,1.6875636634949842,0.08689211412984835,0.11002298201837467,initial state
1,173.39632703169633,167.109783697299,0.5702738837917823,0.2917235294944284,F
2,172.03266371296917,151.95672866667564,4.958976638187923,0.3581251378135884,F
3,156.42842353230444,133.41390799297415,4.994624333162897,0.4794789720154532,DI
4,193.40367154995852,152.4741588778511,5.637127533162973,0.4986303321607692,DI
5,185.4219383096738,148.61162555348528,5.593455533619466,0.5635837471097711,DI
6,173.2514563127546,142.4562830285936,5.428340170930879,0.6142842876721802,DI
7,161.71895531499536,133.61039986563128,5.230484087093936,0.6494715291793822,DI
8,144.10567086059737,69.40488522047872,5.262043832001441,0.6607290266357099,DI
9,167.72293068953502,144.71921577126068,5.3214090471770925,0.5939373094904141,DD
10,151.14454284827195,133.24341098183368,5.122230983174494,0.6663988633398334,DI
11,143.23258312430238,69.2952490894072,5.286093767167567,0.6536260819044437,DI
12,171.27067618019942,146.25858853719365,5.470680979453879,0.5892661143941615,DD
13,151.75247415839988,133.5165761614121,5.133363641261018,0.666086517622604,DI
14,142.6999731023667,68.31035440683308,5.248698481760957,0.6515093961840875,DI
15,170.74773253483545,147.86801011950956,5.479854116876906,0.586959714080913,DD
16,151.24605214083454,134.29298358971664,5.090423566942153,0.663557112301977,DI
17,142.9919187495443,52.3099066677446,5.251258545100552,0.649086737685567,DI
18,207.71248406362002,168.6756651952237,5.658875525248606,0.6326071111223828,DD
19,148.49995636694766,133.3205463222953,5.104012500385734,0.6606560594965153,DI
20,142.60339401857863,52.24134816273818,5.247517598484109,0.6471135650394835,DI
21,168.82373714082573,145.97882747409585,5.433508079196565,0.594464928509752,DD
