Format Version,1.22,Take Name,Take 2023-07-13 11.16.48 AM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,16 Jan 1970 07:01:01 +0200,Total Frames in Take,1355,Total Exported Frames,1355,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,Rigid plate,Rigid plate,Rigid plate,Rigid plate,Rigid plate,Rigid plate,Rigid plate
,,"11280D71FD611EE8A984076B0403C8E","11280D71FD611EE8A984076B0403C8E","11280D71FD611EE8A984076B0403C8E","11280D71FD611EE8A984076B0403C8E","11280D71FD611EE8A984076B0403C8E","11280D71FD611EE8A984076B0403C8E","11280D71FD611EE8A984076B0403C8E"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
249,2.075000,0.017452,-0.067005,0.005809,-0.997583,1.685416,0.609143,0.599404
250,2.083333,0.017446,-0.066861,0.005650,-0.997594,1.685419,0.609140,0.599380
251,2.091667,0.017183,-0.066536,0.005400,-0.997621,1.685409,0.609115,0.599349
252,2.100000,0.016899,-0.067583,0.006237,-0.997551,1.685381,0.609156,0.599479
253,2.108333,0.017022,-0.067187,0.005744,-0.997579,1.685394,0.609117,0.599402
254,2.116667,0.017083,-0.066510,0.005273,-0.997626,1.685398,0.609069,0.599317
255,2.125000,0.017286,-0.066141,0.005025,-0.997648,1.685408,0.609048,0.599255
256,2.133333,0.017242,-0.065825,0.004806,-0.997671,1.685402,0.609026,0.599221
257,2.141667,0.017293,-0.065700,0.004721,-0.997679,1.685410,0.609022,0.599198
258,2.150000,0.017752,-0.065741,0.005038,-0.997666,1.685386,0.608991,0.599205
259,2.158333,0.018267,-0.065827,0.005263,-0.997650,1.685377,0.608967,0.599203
260,2.166667,0.018146,-0.065742,0.005109,-0.997659,1.685394,0.608981,0.599188
261,2.175000,0.017931,-0.065689,0.004975,-0.997667,1.685406,0.609004,0.599178
262,2.183333,0.018197,-0.065799,0.005185,-0.997653,1.685397,0.608994,0.599184
263,2.191667,0.017862,-0.065667,0.005034,-0.997669,1.685392,0.608999,0.599183
264,2.200000,0.016514,-0.067186,0.006062,-0.997585,1.685384,0.609144,0.599405
265,2.208333,0.015964,-0.068338,0.006561,-0.997513,1.685426,0.609284,0.599572
266,2.216667,0.015598,-0.068528,0.006786,-0.997504,1.685411,0.609313,0.599625
267,2.225000,0.015438,-0.068405,0.006856,-0.997515,1.685383,0.609300,0.599632
268,2.233333,0.015378,-0.068262,0.006862,-0.997525,1.685372,0.609292,0.599629
269,2.241667,0.015737,-0.068248,0.007175,-0.997519,1.685346,0.609258,0.599633
270,2.250000,0.016182,-0.068340,0.007488,-0.997503,1.685341,0.609240,0.599628
271,2.258333,0.016093,-0.068323,0.007338,-0.997506,1.685357,0.609253,0.599614
272,2.266667,0.015924,-0.068290,0.007120,-0.997513,1.685372,0.609271,0.599606
273,2.275000,0.015815,-0.068273,0.006994,-0.997517,1.685384,0.609283,0.599595
274,2.283333,0.015763,-0.068229,0.006909,-0.997521,1.685387,0.609294,0.599581
275,2.291667,0.015742,-0.068277,0.006869,-0.997519,1.685390,0.609306,0.599587
276,2.300000,0.015671,-0.068234,0.006799,-0.997523,1.685392,0.609309,0.599583
277,2.308333,0.015475,-0.068105,0.006748,-0.997535,1.685377,0.609300,0.599584
278,2.316667,0.015448,-0.068101,0.006701,-0.997536,1.685379,0.609303,0.599581
279,2.325000,0.015446,-0.068112,0.006706,-0.997536,1.685382,0.609315,0.599582
280,2.333333,0.015311,-0.068016,0.006705,-0.997544,1.685373,0.609315,0.599589
281,2.341667,0.015369,-0.068087,0.006617,-0.997539,1.685390,0.609333,0.599584
282,2.350000,0.015726,-0.068172,0.006937,-0.997526,1.685382,0.609323,0.599586
283,2.358333,0.015599,-0.068173,0.006934,-0.997527,1.685387,0.609335,0.599583
284,2.366667,0.015355,-0.068153,0.006861,-0.997533,1.685396,0.609356,0.599582
285,2.375000,0.015465,-0.068115,0.007145,-0.997532,1.685374,0.609345,0.599597
286,2.383333,0.015241,-0.068088,0.007087,-0.997538,1.685376,0.609365,0.599594
287,2.391667,0.015026,-0.068076,0.006967,-0.997543,1.685385,0.609388,0.599589
288,2.400000,0.015232,-0.068136,0.007115,-0.997534,1.685380,0.609385,0.599591
289,2.408333,0.015528,-0.068208,0.007380,-0.997523,1.685376,0.609382,0.599598
290,2.416667,0.015320,-0.068146,0.007255,-0.997531,1.685384,0.609405,0.599594
291,2.425000,0.015008,-0.068095,0.007080,-0.997541,1.685393,0.609427,0.599589
292,2.433333,0.015135,-0.068084,0.007286,-0.997538,1.685372,0.609408,0.599603
293,2.441667,0.014843,-0.067965,0.007175,-0.997552,1.685366,0.609411,0.599608
294,2.450000,0.015084,-0.067996,0.007318,-0.997545,1.685366,0.609408,0.599606
295,2.458333,0.015003,-0.067993,0.007210,-0.997547,1.685376,0.609422,0.599596
296,2.466667,0.015177,-0.067927,0.007319,-0.997548,1.685360,0.609403,0.599597
297,2.475000,0.015401,-0.067931,0.007503,-0.997543,1.685340,0.609375,0.599607
298,2.483333,0.015575,-0.067993,0.007693,-0.997535,1.685326,0.609354,0.599617
299,2.491667,0.015752,-0.068166,0.007769,-0.997519,1.685330,0.609349,0.599626
300,2.500000,0.015871,-0.068435,0.007959,-0.997498,1.685336,0.609352,0.599647
301,2.508333,0.015983,-0.068776,0.007929,-0.997473,1.685377,0.609383,0.599696
302,2.516667,0.015332,-0.069030,0.007897,-0.997466,1.685376,0.609411,0.599741
303,2.525000,0.014966,-0.069374,0.008291,-0.997444,1.685353,0.609418,0.599799
304,2.533333,0.014824,-0.069832,0.008723,-0.997410,1.685343,0.609428,0.599848
305,2.541667,0.016227,-0.069072,0.007671,-0.997450,1.685397,0.609344,0.599702
306,2.550000,0.017505,-0.068157,0.006588,-0.997499,1.685433,0.609240,0.599556
307,2.558333,0.017729,-0.067238,0.005820,-0.997563,1.685429,0.609165,0.599423
308,2.566667,0.018205,-0.066730,0.005603,-0.997589,1.685405,0.609091,0.599337
309,2.575000,0.018611,-0.066454,0.005492,-0.997601,1.685387,0.609038,0.599291
310,2.583333,0.018296,-0.066023,0.005166,-0.997637,1.685379,0.609011,0.599253
311,2.591667,0.018411,-0.065802,0.005166,-0.997649,1.685365,0.608972,0.599250
312,2.600000,0.017461,-0.066833,0.005950,-0.997594,1.685373,0.609083,0.599429
313,2.608333,0.017688,-0.066752,0.006033,-0.997595,1.685370,0.609061,0.599455
314,2.616667,0.017895,-0.066229,0.005533,-0.997629,1.685404,0.609038,0.599443
315,2.625000,0.018091,-0.065899,0.005155,-0.997649,1.685465,0.609038,0.599435
316,2.633333,0.018420,-0.065674,0.004772,-0.997660,1.685565,0.609060,0.599493
317,2.641667,0.019206,-0.065629,0.004864,-0.997647,1.685646,0.609061,0.599607
318,2.650000,0.019808,-0.065293,0.005300,-0.997656,1.685720,0.609063,0.599662
319,2.658333,0.019647,-0.065019,0.005241,-0.997677,1.685740,0.609070,0.599707
320,2.666667,0.019308,-0.064845,0.005053,-0.997696,1.685742,0.609080,0.599746
321,2.675000,0.019548,-0.064960,0.005330,-0.997682,1.685724,0.609073,0.599799
322,2.683333,0.019363,-0.064910,0.005285,-0.997689,1.685719,0.609087,0.599820
323,2.691667,0.019455,-0.064967,0.005427,-0.997683,1.685711,0.609083,0.599836
324,2.700000,0.019687,-0.065050,0.005630,-0.997672,1.685705,0.609077,0.599848
325,2.708333,0.019856,-0.065038,0.005761,-0.997669,1.685705,0.609076,0.599856
326,2.716667,0.019922,-0.064989,0.005828,-0.997670,1.685710,0.609081,0.599861
327,2.725000,0.019878,-0.064979,0.005902,-0.997671,1.685717,0.609093,0.599879
328,2.733333,0.019803,-0.064960,0.005980,-0.997674,1.685719,0.609110,0.599891
329,2.741667,0.019773,-0.064897,0.005987,-0.997678,1.685720,0.609119,0.599891
330,2.750000,0.019699,-0.064821,0.005970,-0.997685,1.685714,0.609123,0.599887
331,2.758333,0.019640,-0.064793,0.006031,-0.997687,1.685710,0.609137,0.599890
332,2.766667,0.019596,-0.064736,0.006029,-0.997692,1.685708,0.609147,0.599892
333,2.775000,0.019630,-0.064698,0.006016,-0.997694,1.685702,0.609152,0.599894
334,2.783333,0.019597,-0.064644,0.006058,-0.997698,1.685699,0.609159,0.599899
335,2.791667,0.019541,-0.064624,0.006138,-0.997699,1.685697,0.609169,0.599908
336,2.800000,0.019531,-0.064590,0.006185,-0.997702,1.685695,0.609176,0.599921
337,2.808333,0.019473,-0.064533,0.006171,-0.997707,1.685686,0.609176,0.599928
338,2.816667,0.019467,-0.064447,0.006149,-0.997712,1.685679,0.609169,0.599925
339,2.825000,0.019451,-0.064398,0.006152,-0.997716,1.685678,0.609168,0.599930
340,2.833333,0.019600,-0.064440,0.006040,-0.997711,1.685701,0.609194,0.599963
341,2.841667,0.019652,-0.064416,0.006046,-0.997711,1.685697,0.609194,0.599970
342,2.850000,0.019661,-0.064310,0.006033,-0.997718,1.685685,0.609177,0.599964
343,2.858333,0.019657,-0.064221,0.006122,-0.997723,1.685656,0.609175,0.600003
344,2.866667,0.019660,-0.064194,0.006177,-0.997725,1.685644,0.609171,0.600016
345,2.875000,0.019678,-0.064125,0.006226,-0.997728,1.685626,0.609168,0.600048
346,2.883333,0.019720,-0.064118,0.006223,-0.997728,1.685621,0.609163,0.600050
347,2.891667,0.019721,-0.064115,0.006237,-0.997728,1.685621,0.609164,0.600042
348,2.900000,0.019682,-0.064050,0.006213,-0.997733,1.685612,0.609169,0.600065
349,2.908333,0.019624,-0.064032,0.006235,-0.997736,1.685615,0.609177,0.600062
350,2.916667,0.019445,-0.064089,0.006436,-0.997734,1.685604,0.609205,0.600111
351,2.925000,0.019302,-0.064138,0.006573,-0.997733,1.685606,0.609239,0.600157
352,2.933333,0.019109,-0.064172,0.006682,-0.997734,1.685603,0.609264,0.600196
353,2.941667,0.019059,-0.064194,0.006746,-0.997733,1.685605,0.609286,0.600216
354,2.950000,0.018902,-0.064234,0.006836,-0.997732,1.685597,0.609300,0.600239
355,2.958333,0.018686,-0.064266,0.006943,-0.997734,1.685585,0.609316,0.600263
356,2.966667,0.018519,-0.064377,0.007054,-0.997729,1.685593,0.609335,0.600247
357,2.975000,0.018428,-0.064286,0.007066,-0.997736,1.685587,0.609361,0.600282
358,2.983333,0.018361,-0.064137,0.007027,-0.997747,1.685575,0.609387,0.600326
359,2.991667,0.018209,-0.064135,0.007065,-0.997750,1.685568,0.609402,0.600341
360,3.000000,0.018214,-0.064124,0.006952,-0.997752,1.685593,0.609443,0.600389
361,3.008333,0.018251,-0.064195,0.006809,-0.997747,1.685632,0.609484,0.600406
362,3.016667,0.018128,-0.064144,0.006885,-0.997752,1.685616,0.609499,0.600419
363,3.025000,0.018041,-0.064133,0.006975,-0.997754,1.685596,0.609509,0.600421
364,3.033333,0.017799,-0.064182,0.007106,-0.997754,1.685580,0.609496,0.600407
365,3.041667,0.017641,-0.064331,0.007261,-0.997746,1.685576,0.609482,0.600364
366,3.050000,0.017557,-0.064414,0.007350,-0.997742,1.685565,0.609477,0.600359
367,3.058333,0.017511,-0.064429,0.007429,-0.997741,1.685552,0.609476,0.600367
368,3.066667,0.017488,-0.064466,0.007510,-0.997738,1.685549,0.609483,0.600379
369,3.075000,0.017504,-0.064413,0.007543,-0.997741,1.685544,0.609497,0.600415
370,3.083333,0.017498,-0.064361,0.007541,-0.997745,1.685536,0.609514,0.600455
371,3.091667,0.017539,-0.064365,0.007540,-0.997744,1.685528,0.609528,0.600493
372,3.100000,0.017551,-0.064405,0.007579,-0.997741,1.685516,0.609543,0.600535
373,3.108333,0.017592,-0.064450,0.007630,-0.997737,1.685506,0.609556,0.600581
374,3.116667,0.017721,-0.064507,0.007663,-0.997730,1.685495,0.609563,0.600627
375,3.125000,0.017822,-0.064613,0.007704,-0.997721,1.685486,0.609570,0.600677
376,3.133333,0.017849,-0.064674,0.007697,-0.997717,1.685480,0.609579,0.600717
377,3.141667,0.017803,-0.064698,0.007683,-0.997717,1.685472,0.609595,0.600752
378,3.150000,0.017718,-0.064722,0.007676,-0.997717,1.685462,0.609613,0.600785
379,3.158333,0.017528,-0.064765,0.007642,-0.997717,1.685459,0.609625,0.600793
380,3.166667,0.017440,-0.064814,0.007488,-0.997717,1.685485,0.609661,0.600816
381,3.175000,0.017165,-0.064816,0.007492,-0.997721,1.685487,0.609695,0.600829
382,3.183333,0.016857,-0.064776,0.007558,-0.997729,1.685477,0.609728,0.600841
383,3.191667,0.016562,-0.064730,0.007606,-0.997736,1.685474,0.609771,0.600861
384,3.200000,0.016282,-0.064723,0.007616,-0.997741,1.685469,0.609810,0.600884
385,3.208333,0.016080,-0.064736,0.007609,-0.997744,1.685461,0.609838,0.600908
386,3.216667,0.015979,-0.064754,0.007556,-0.997745,1.685453,0.609849,0.600923
387,3.225000,0.015840,-0.064768,0.007554,-0.997746,1.685446,0.609854,0.600936
388,3.233333,0.015694,-0.064797,0.007608,-0.997746,1.685441,0.609857,0.600956
389,3.241667,0.015570,-0.064860,0.007676,-0.997743,1.685437,0.609856,0.600980
390,3.250000,0.015443,-0.064892,0.007720,-0.997743,1.685435,0.609842,0.601005
391,3.258333,0.015373,-0.064948,0.007741,-0.997740,1.685432,0.609815,0.601031
392,3.266667,0.015260,-0.065010,0.007791,-0.997737,1.685435,0.609790,0.601056
393,3.275000,0.015154,-0.065054,0.007845,-0.997736,1.685436,0.609765,0.601080
394,3.283333,0.015025,-0.065110,0.007915,-0.997734,1.685442,0.609747,0.601100
395,3.291667,0.014945,-0.065157,0.007984,-0.997731,1.685446,0.609743,0.601147
396,3.300000,0.014794,-0.065178,0.008027,-0.997732,1.685451,0.609754,0.601213
397,3.308333,0.014959,-0.064956,0.007712,-0.997746,1.685457,0.609734,0.601236
398,3.316667,0.014828,-0.065118,0.007798,-0.997737,1.685458,0.609769,0.601336
399,3.325000,0.014538,-0.065464,0.008104,-0.997716,1.685449,0.609827,0.601477
400,3.333333,0.014307,-0.065828,0.008350,-0.997694,1.685429,0.609881,0.601617
401,3.341667,0.014327,-0.066233,0.008456,-0.997666,1.685431,0.609944,0.601766
402,3.350000,0.014204,-0.066610,0.008629,-0.997641,1.685406,0.609974,0.601878
403,3.358333,0.013920,-0.066973,0.008787,-0.997619,1.685371,0.609991,0.601955
404,3.366667,0.013555,-0.067315,0.008928,-0.997600,1.685333,0.610006,0.602013
405,3.375000,0.013155,-0.067650,0.009084,-0.997581,1.685296,0.610026,0.602063
406,3.383333,0.012748,-0.067985,0.009199,-0.997563,1.685264,0.610045,0.602111
407,3.391667,0.012337,-0.068336,0.009254,-0.997543,1.685234,0.610068,0.602150
408,3.400000,0.011919,-0.068662,0.009308,-0.997525,1.685207,0.610095,0.602190
409,3.408333,0.011464,-0.068964,0.009364,-0.997509,1.685185,0.610123,0.602231
410,3.416667,0.011032,-0.069226,0.009427,-0.997495,1.685172,0.610151,0.602280
411,3.425000,0.010676,-0.069465,0.009500,-0.997482,1.685165,0.610174,0.602329
412,3.433333,0.010223,-0.069727,0.009516,-0.997468,1.685164,0.610192,0.602357
413,3.441667,0.009764,-0.070008,0.009543,-0.997453,1.685161,0.610217,0.602385
414,3.450000,0.009270,-0.070221,0.009559,-0.997443,1.685154,0.610260,0.602437
415,3.458333,0.008737,-0.070385,0.009521,-0.997436,1.685145,0.610312,0.602496
416,3.466667,0.008053,-0.070593,0.009544,-0.997427,1.685145,0.610367,0.602526
417,3.475000,0.007342,-0.070802,0.009565,-0.997418,1.685145,0.610430,0.602552
418,3.483333,0.006576,-0.070968,0.009583,-0.997411,1.685150,0.610499,0.602586
419,3.491667,0.005804,-0.071105,0.009556,-0.997406,1.685158,0.610569,0.602615
420,3.500000,0.005147,-0.071222,0.009557,-0.997401,1.685167,0.610641,0.602639
421,3.508333,0.004443,-0.071336,0.009582,-0.997396,1.685171,0.610710,0.602660
422,3.516667,0.003365,-0.071376,0.009338,-0.997400,1.685182,0.610801,0.602671
423,3.525000,0.002185,-0.071391,0.009036,-0.997405,1.685190,0.610901,0.602678
424,3.533333,0.001025,-0.071426,0.008818,-0.997406,1.685194,0.611006,0.602691
425,3.541667,-0.000174,-0.071439,0.008633,-0.997408,1.685201,0.611121,0.602707
426,3.550000,-0.001357,-0.071461,0.008485,-0.997406,1.685211,0.611243,0.602725
427,3.558333,-0.002339,-0.071518,0.008178,-0.997403,1.685240,0.611382,0.602758
428,3.566667,-0.003468,-0.071547,0.007995,-0.997399,1.685240,0.611512,0.602783
429,3.575000,-0.004624,-0.071576,0.007937,-0.997393,1.685222,0.611629,0.602802
430,3.583333,-0.005709,-0.071655,0.007905,-0.997382,1.685205,0.611737,0.602819
431,3.591667,-0.006730,-0.071771,0.007866,-0.997368,1.685186,0.611837,0.602835
432,3.600000,-0.007749,-0.071870,0.007834,-0.997353,1.685174,0.611934,0.602852
433,3.608333,-0.008830,-0.071894,0.007776,-0.997343,1.685161,0.612029,0.602858
434,3.616667,-0.010046,-0.071846,0.007715,-0.997335,1.685156,0.612128,0.602846
435,3.625000,-0.011295,-0.071776,0.007639,-0.997328,1.685153,0.612225,0.602816
436,3.633333,-0.012623,-0.071613,0.007514,-0.997324,1.685156,0.612327,0.602764
437,3.641667,-0.013674,-0.071468,0.007630,-0.997320,1.685154,0.612424,0.602707
438,3.650000,-0.015172,-0.071298,0.007560,-0.997311,1.685163,0.612552,0.602645
439,3.658333,-0.016597,-0.070861,0.007005,-0.997324,1.685182,0.612666,0.602537
440,3.666667,-0.017639,-0.070564,0.006813,-0.997328,1.685202,0.612787,0.602456
441,3.675000,-0.018762,-0.070481,0.006968,-0.997312,1.685216,0.612955,0.602435
442,3.683333,-0.020168,-0.070363,0.007204,-0.997292,1.685213,0.613156,0.602468
443,3.691667,-0.021732,-0.070230,0.007394,-0.997267,1.685201,0.613388,0.602520
444,3.700000,-0.023578,-0.069936,0.007392,-0.997245,1.685205,0.613635,0.602543
445,3.708333,-0.026456,-0.069519,0.006909,-0.997206,1.685242,0.613951,0.602543
446,3.716667,-0.029595,-0.069278,0.006410,-0.997138,1.685267,0.614291,0.602560
447,3.725000,-0.033493,-0.070047,0.006827,-0.996958,1.685281,0.614727,0.602743
448,3.733333,-0.036361,-0.070199,0.006777,-0.996847,1.685288,0.615080,0.602807
449,3.741667,-0.038815,-0.069821,0.006299,-0.996784,1.685301,0.615390,0.602801
450,3.750000,-0.041620,-0.069445,0.005917,-0.996700,1.685328,0.615738,0.602834
451,3.758333,-0.044689,-0.069188,0.005733,-0.996586,1.685359,0.616132,0.602912
452,3.766667,-0.048480,-0.068855,0.005231,-0.996434,1.685411,0.616555,0.602945
453,3.775000,-0.052647,-0.068582,0.004726,-0.996244,1.685466,0.616988,0.602950
454,3.783333,-0.057514,-0.069363,0.005183,-0.995919,1.685517,0.617509,0.603141
455,3.791667,-0.061234,-0.069587,0.005098,-0.995682,1.685565,0.617959,0.603255
456,3.800000,-0.065408,-0.070533,0.006112,-0.995344,1.685637,0.618513,0.603497
457,3.808333,-0.068983,-0.070685,0.006079,-0.995092,1.685655,0.618973,0.603635
458,3.816667,-0.072461,-0.070184,0.005109,-0.994886,1.685655,0.619408,0.603695
459,3.825000,-0.076268,-0.069883,0.004516,-0.994625,1.685659,0.619888,0.603805
460,3.833333,-0.080178,-0.069542,0.004266,-0.994343,1.685687,0.620379,0.603926
461,3.841667,-0.084461,-0.068120,0.003920,-0.994088,1.685809,0.620880,0.604082
462,3.850000,-0.088538,-0.066598,0.003510,-0.993838,1.685931,0.621365,0.604232
463,3.858333,-0.092414,-0.066219,0.003076,-0.993512,1.685932,0.621844,0.604359
464,3.866667,-0.096255,-0.066173,0.002645,-0.993151,1.685905,0.622332,0.604478
465,3.875000,-0.100199,-0.065879,0.002205,-0.992782,1.685860,0.622850,0.604568
466,3.883333,-0.104080,-0.065718,0.002058,-0.992393,1.685832,0.623426,0.604796
467,3.891667,-0.108213,-0.065744,0.002086,-0.991949,1.685858,0.623998,0.605034
468,3.900000,-0.112530,-0.065923,0.001796,-0.991458,1.685942,0.624582,0.605256
469,3.908333,-0.116562,-0.066235,0.001548,-0.990971,1.686013,0.625161,0.605493
470,3.916667,-0.120452,-0.066549,0.001407,-0.990485,1.686047,0.625717,0.605722
471,3.925000,-0.124155,-0.066813,0.001586,-0.990010,1.686056,0.626261,0.605965
472,3.933333,-0.128454,-0.067086,0.001788,-0.989442,1.686095,0.626826,0.606114
473,3.941667,-0.133188,-0.067042,0.001490,-0.988820,1.686100,0.627360,0.606185
474,3.950000,-0.137711,-0.066763,0.000931,-0.988219,1.686084,0.627859,0.606258
475,3.958333,-0.141997,-0.066465,0.000329,-0.987633,1.686083,0.628341,0.606362
476,3.966667,-0.146231,-0.066259,0.000211,-0.987029,1.686074,0.628784,0.606446
477,3.975000,-0.149562,-0.066075,0.000307,-0.986542,1.686079,0.629187,0.606532
478,3.983333,-0.152276,-0.065885,0.000315,-0.986139,1.686095,0.629598,0.606763
479,3.991667,-0.156522,-0.065935,0.000773,-0.985471,1.686069,0.630028,0.606987
480,4.000000,-0.160349,-0.065504,0.000749,-0.984884,1.686035,0.630439,0.607212
481,4.008333,-0.163739,-0.064759,0.000309,-0.984376,1.686021,0.630804,0.607313
482,4.016667,-0.167043,-0.064138,-0.000050,-0.983861,1.686036,0.631142,0.607351
483,4.025000,-0.169454,-0.063855,0.000037,-0.983467,1.686044,0.631477,0.607557
484,4.033333,-0.171638,-0.063758,0.000112,-0.983095,1.686059,0.631828,0.607830
485,4.041667,-0.175007,-0.063547,-0.000352,-0.982514,1.686113,0.632209,0.607958
486,4.050000,-0.178231,-0.063138,-0.001156,-0.981960,1.686170,0.632630,0.608086
487,4.058333,-0.182200,-0.064180,-0.000174,-0.981165,1.686224,0.633105,0.608508
488,4.066667,-0.185265,-0.065202,0.001258,-0.980522,1.686250,0.633475,0.608872
489,4.075000,-0.187195,-0.065047,0.001500,-0.980166,1.686242,0.633689,0.609043
490,4.083333,-0.188992,-0.064638,0.001006,-0.979849,1.686261,0.633939,0.609159
491,4.091667,-0.190457,-0.064512,0.000673,-0.979573,1.686299,0.634219,0.609275
492,4.100000,-0.192579,-0.064213,0.000029,-0.979178,1.686333,0.634507,0.609408
493,4.108333,-0.195263,-0.063812,-0.000702,-0.978673,1.686403,0.634836,0.609563
494,4.116667,-0.198014,-0.063513,-0.001152,-0.978139,1.686476,0.635176,0.609739
495,4.125000,-0.200631,-0.063633,-0.001207,-0.977597,1.686506,0.635507,0.609946
496,4.133333,-0.203077,-0.063881,-0.001179,-0.977076,1.686515,0.635815,0.610146
497,4.141667,-0.205376,-0.064017,-0.001204,-0.976587,1.686527,0.636103,0.610328
498,4.150000,-0.208962,-0.065246,0.000037,-0.975745,1.686538,0.636472,0.610681
499,4.158333,-0.212662,-0.066785,0.001817,-0.974839,1.686530,0.636844,0.611078
500,4.166667,-0.215764,-0.067759,0.002989,-0.974087,1.686508,0.637176,0.611410
501,4.175000,-0.218348,-0.068381,0.003654,-0.973465,1.686510,0.637498,0.611693
502,4.183333,-0.219633,-0.067497,0.002577,-0.973242,1.686508,0.637710,0.611743
503,4.191667,-0.220586,-0.066342,0.001205,-0.973108,1.686489,0.637905,0.611760
504,4.200000,-0.222060,-0.065482,0.000309,-0.972832,1.686493,0.638130,0.611832
505,4.208333,-0.224059,-0.064931,0.000017,-0.972410,1.686477,0.638361,0.611977
506,4.216667,-0.226758,-0.064622,-0.000185,-0.971805,1.686477,0.638588,0.612053
507,4.225000,-0.230120,-0.064714,-0.000119,-0.971008,1.686496,0.638854,0.612148
508,4.233333,-0.233454,-0.064997,0.000125,-0.970193,1.686514,0.639139,0.612306
509,4.241667,-0.235985,-0.064804,-0.000177,-0.969594,1.686535,0.639381,0.612410
510,4.250000,-0.238953,-0.065667,0.000811,-0.968808,1.686545,0.639671,0.612705
511,4.258333,-0.242445,-0.067080,0.002329,-0.967841,1.686568,0.640007,0.613076
512,4.266667,-0.245668,-0.068196,0.003455,-0.966946,1.686600,0.640330,0.613387
513,4.275000,-0.248374,-0.069266,0.004159,-0.966176,1.686664,0.640654,0.613677
514,4.283333,-0.249857,-0.068761,0.003454,-0.965832,1.686687,0.640855,0.613753
515,4.291667,-0.250815,-0.067297,0.002065,-0.965691,1.686722,0.640998,0.613700
516,4.300000,-0.251705,-0.066375,0.000567,-0.965525,1.686861,0.641206,0.613732
517,4.308333,-0.252277,-0.066054,-0.000368,-0.965398,1.686984,0.641416,0.613834
518,4.316667,-0.253308,-0.065532,-0.000588,-0.965163,1.686987,0.641550,0.613915
519,4.325000,-0.255161,-0.064780,-0.000972,-0.964726,1.686954,0.641687,0.613993
520,4.333333,-0.257360,-0.065063,-0.000685,-0.964123,1.686959,0.641886,0.614111
521,4.341667,-0.259595,-0.065559,-0.000006,-0.963490,1.686962,0.642096,0.614268
522,4.350000,-0.261719,-0.066074,0.000546,-0.962879,1.686978,0.642313,0.614428
523,4.358333,-0.263620,-0.066640,0.001001,-0.962322,1.687001,0.642533,0.614583
524,4.366667,-0.264251,-0.066303,0.000142,-0.962172,1.687061,0.642738,0.614709
525,4.375000,-0.264471,-0.065503,-0.001272,-0.962166,1.687136,0.642932,0.614815
526,4.383333,-0.266096,-0.066399,-0.000599,-0.961657,1.687211,0.643252,0.615179
527,4.391667,-0.268967,-0.067613,0.001097,-0.960773,1.687212,0.643580,0.615613
528,4.400000,-0.271981,-0.068205,0.002329,-0.959880,1.687174,0.643847,0.615947
529,4.408333,-0.274711,-0.068583,0.003147,-0.959073,1.687152,0.644095,0.616229
530,4.416667,-0.277302,-0.068979,0.003876,-0.958296,1.687137,0.644341,0.616492
531,4.425000,-0.279721,-0.069362,0.004471,-0.957562,1.687127,0.644572,0.616728
532,4.433333,-0.280981,-0.068425,0.003519,-0.957265,1.687092,0.644701,0.616750
533,4.441667,-0.281876,-0.067143,0.002062,-0.957096,1.687027,0.644803,0.616703
534,4.450000,-0.283129,-0.066265,0.001038,-0.956790,1.686970,0.644931,0.616724
535,4.458333,-0.284735,-0.065722,0.000355,-0.956351,1.686935,0.645088,0.616816
536,4.466667,-0.286514,-0.065408,-0.000079,-0.955841,1.686917,0.645260,0.616942
537,4.475000,-0.288431,-0.065292,-0.000301,-0.955272,1.686909,0.645452,0.617103
538,4.483333,-0.290928,-0.065284,-0.000396,-0.954515,1.686915,0.645615,0.617233
539,4.491667,-0.293241,-0.065261,-0.000371,-0.953808,1.686908,0.645746,0.617373
540,4.500000,-0.295062,-0.065177,-0.000239,-0.953253,1.686903,0.645881,0.617532
541,4.508333,-0.296710,-0.064961,-0.000232,-0.952756,1.686912,0.646039,0.617696
542,4.516667,-0.298649,-0.064768,-0.000297,-0.952163,1.686936,0.646206,0.617838
543,4.525000,-0.301283,-0.065091,0.000341,-0.951310,1.686972,0.646472,0.618152
544,4.533333,-0.304466,-0.065547,0.000983,-0.950265,1.687013,0.646802,0.618537
545,4.541667,-0.307415,-0.065590,0.000812,-0.949312,1.687038,0.647072,0.618771
546,4.550000,-0.310073,-0.065945,0.000480,-0.948423,1.687126,0.647387,0.619033
547,4.558333,-0.312643,-0.066491,0.000380,-0.947540,1.687239,0.647738,0.619353
548,4.566667,-0.314812,-0.066486,-0.000118,-0.946823,1.687297,0.648015,0.619569
549,4.575000,-0.316895,-0.066127,-0.000875,-0.946152,1.687332,0.648270,0.619761
550,4.583333,-0.319229,-0.065839,-0.001387,-0.945387,1.687363,0.648534,0.619994
551,4.591667,-0.321436,-0.065451,-0.001347,-0.944666,1.687313,0.648747,0.620232
552,4.600000,-0.323224,-0.064968,-0.001690,-0.944088,1.687284,0.648937,0.620422
