Format Version,1.22,Take Name,Take 2023-08-29 01.14.30 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,13 Jan 1970 15:55:56 +0200,Total Frames in Take,351,Total Exported Frames,351,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,left_hand,left_hand,left_hand,left_hand,left_hand,left_hand,left_hand,right_hand,right_hand,right_hand,right_hand,right_hand,right_hand,right_hand
,,"44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,-0.095094,-0.002494,-0.002662,0.995462,1.945788,1.130909,3.184360,-0.078135,-0.007436,0.068800,0.994538,2.482647,1.109893,3.161687
1,0.008333,-0.095743,-0.002372,-0.001447,0.995402,1.945545,1.130670,3.184391,-0.078568,-0.007779,0.069229,0.994472,2.482465,1.109748,3.161672
2,0.016667,-0.096494,-0.002398,-0.000633,0.995331,1.945273,1.130409,3.184439,-0.078890,-0.008031,0.069673,0.994413,2.482296,1.109581,3.161692
3,0.025000,-0.097254,-0.002475,-0.000150,0.995256,1.945022,1.130125,3.184510,-0.079196,-0.008213,0.070008,0.994364,2.482131,1.109389,3.161723
4,0.033333,-0.097891,-0.002600,0.000005,0.995194,1.944798,1.129820,3.184600,-0.079449,-0.008254,0.070203,0.994330,2.481970,1.109173,3.161756
5,0.041667,-0.098417,-0.002732,0.000008,0.995142,1.944605,1.129510,3.184683,-0.079816,-0.008245,0.070327,0.994291,2.481807,1.108951,3.161795
6,0.050000,-0.098960,-0.002782,0.000006,0.995088,1.944427,1.129201,3.184781,-0.080134,-0.008284,0.070393,0.994261,2.481665,1.108712,3.161830
7,0.058333,-0.099505,-0.002749,0.000072,0.995033,1.944267,1.128897,3.184879,-0.080604,-0.008083,0.070486,0.994218,2.481498,1.108454,3.161874
8,0.066667,-0.100086,-0.002610,0.000182,0.994975,1.944115,1.128599,3.184980,-0.081073,-0.007841,0.070680,0.994168,2.481344,1.108167,3.161890
9,0.075000,-0.100765,-0.002135,0.000428,0.994908,1.944010,1.128310,3.185091,-0.081880,-0.007524,0.070782,0.994097,2.481150,1.107885,3.161933
10,0.083333,-0.101408,-0.001705,0.000687,0.994843,1.943896,1.128035,3.185190,-0.082718,-0.007186,0.071051,0.994011,2.480954,1.107607,3.161981
11,0.091667,-0.102015,-0.001343,0.000996,0.994781,1.943774,1.127772,3.185278,-0.083508,-0.006863,0.071426,0.993920,2.480769,1.107347,3.162029
12,0.100000,-0.102789,-0.000804,0.001665,0.994702,1.943677,1.127529,3.185360,-0.084216,-0.006532,0.071827,0.993834,2.480590,1.107116,3.162072
