Format Version,1.22,Take Name,Take 2023-09-19 04.35.06 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,16 Dec 1969 02:13:44 +0200,Total Frames in Take,601,Total Exported Frames,601,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,left_hand,left_hand,left_hand,left_hand,left_hand,left_hand,left_hand,right_hand,right_hand,right_hand,right_hand,right_hand,right_hand,right_hand
,,"44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,-0.088862,0.093813,-0.043755,0.990650,2.075223,1.172964,3.070680,-0.106613,0.075738,0.071288,0.988846,2.606893,1.159973,3.046944
1,0.008333,-0.084794,0.093392,-0.045297,0.990977,2.075260,1.173259,3.070100,-0.107583,0.075508,0.071393,0.988751,2.607049,1.160000,3.046582
2,0.016667,-0.085971,0.093157,-0.044891,0.990917,2.075381,1.173247,3.069730,-0.107822,0.075242,0.071062,0.988769,2.607195,1.160042,3.046244
3,0.025000,-0.086494,0.093064,-0.044223,0.990910,2.075511,1.173306,3.069299,-0.108690,0.074963,0.071431,0.988668,2.607371,1.160032,3.045926
4,0.033333,-0.081899,0.094118,-0.043367,0.991239,2.075520,1.173507,3.068852,-0.109310,0.074742,0.071749,0.988594,2.607533,1.160060,3.045599
5,0.041667,-0.078826,0.094830,-0.042701,0.991449,2.075559,1.173669,3.068403,-0.109411,0.074669,0.072515,0.988532,2.607690,1.160131,3.045243
6,0.050000,-0.082042,0.094212,-0.042821,0.991241,2.075697,1.173682,3.067989,-0.109323,0.074628,0.073489,0.988473,2.607838,1.160233,3.044907
7,0.058333,-0.083851,0.093498,-0.042935,0.991153,2.075808,1.173678,3.067575,-0.109162,0.074770,0.073317,0.988493,2.607945,1.160385,3.044531
8,0.066667,-0.084902,0.092956,-0.042914,0.991115,2.075923,1.173717,3.067138,-0.108945,0.074766,0.073179,0.988527,2.608056,1.160560,3.044147
9,0.075000,-0.085649,0.092718,-0.043500,0.991048,2.076032,1.173790,3.066750,-0.109536,0.074840,0.073207,0.988454,2.608172,1.160753,3.043778
10,0.083333,-0.084588,0.093138,-0.041018,0.991205,2.076051,1.173672,3.066497,-0.109989,0.074868,0.073202,0.988402,2.608272,1.160927,3.043408
11,0.091667,-0.085341,0.092805,-0.042011,0.991130,2.076150,1.173807,3.066048,-0.109940,0.074855,0.072843,0.988435,2.608334,1.161088,3.043031
12,0.100000,-0.080493,0.093224,-0.041229,0.991529,2.076099,1.173960,3.065612,-0.110162,0.074978,0.072401,0.988434,2.608360,1.161176,3.042704
