Format Version,1.22,Take Name,Take 2023-08-10 05.07.36 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,25 Dec 1969 19:49:02 +0200,Total Frames in Take,401,Total Exported Frames,401,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,left_hand,left_hand,left_hand,left_hand,left_hand,left_hand,left_hand,right_hand,right_hand,right_hand,right_hand,right_hand,right_hand,right_hand
,,"44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","44FD74BD377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E","5D11C736377C11EE8A984076B0403D8E"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,0.225368,-0.326566,-0.644949,-0.653150,1.954229,0.998621,3.187331,0.203770,0.230136,0.646735,-0.698033,2.379182,0.989190,3.121568
1,0.008333,0.223477,-0.327279,-0.644897,-0.653494,1.954153,0.998239,3.188128,0.204182,0.229681,0.643945,-0.700636,2.379672,0.988546,3.122686
2,0.016667,0.222177,-0.327543,-0.644493,-0.654203,1.954135,0.997890,3.188860,0.204818,0.229253,0.641188,-0.703115,2.380162,0.987867,3.123866
3,0.025000,0.221319,-0.327643,-0.643894,-0.655033,1.954169,0.997565,3.189548,0.205599,0.228658,0.638865,-0.705192,2.380653,0.987117,3.125099
4,0.033333,0.220640,-0.327693,-0.643254,-0.655865,1.954248,0.997254,3.190212,0.206405,0.228254,0.636733,-0.707014,2.381155,0.986330,3.126371
5,0.041667,0.219950,-0.327731,-0.642598,-0.656721,1.954372,0.996958,3.190869,0.207274,0.227943,0.634911,-0.708496,2.381622,0.985482,3.127714
6,0.050000,0.219259,-0.327677,-0.641819,-0.657740,1.954530,0.996669,3.191532,0.208035,0.227770,0.633324,-0.709749,2.382097,0.984594,3.129063
7,0.058333,0.218582,-0.327446,-0.640909,-0.658967,1.954729,0.996394,3.192196,0.208756,0.227570,0.631754,-0.710999,2.382562,0.983700,3.130466
8,0.066667,0.217964,-0.327078,-0.639831,-0.660400,1.954973,0.996136,3.192867,0.210156,0.226813,0.630024,-0.712362,2.383027,0.982815,3.131858
9,0.075000,0.217374,-0.326752,-0.638598,-0.661947,1.955247,0.995891,3.193554,0.211448,0.226118,0.628034,-0.713956,2.383448,0.981950,3.133277
10,0.083333,0.216784,-0.326531,-0.637223,-0.663573,1.955550,0.995639,3.194244,0.212593,0.225639,0.625637,-0.715870,2.383865,0.981112,3.134721
11,0.091667,0.216486,-0.326397,-0.635619,-0.665273,1.955881,0.995382,3.194948,0.213635,0.225167,0.623293,-0.717751,2.384286,0.980257,3.136142
12,0.100000,0.216484,-0.326355,-0.634010,-0.666827,1.956232,0.995109,3.195655,0.214513,0.225003,0.620999,-0.719526,2.384703,0.979388,3.137574
