,A_CH_rim,A_alpha_rim,Vol,E_rim,Action
0,227.4882913522453,34.71948970769745,0.7352934306288896,0.11084167539444434,initial state
1,121.49228701446206,15.690897572540052,0.3181899760705595,0.20152154854787335,F
2,191.29269774822393,21.745810646223163,0.5123950043943992,0.18747580588903218,F
3,366.7552946890848,169.581303491384,1.6158223582642208,0.32895003040240506,F
4,360.5689837999651,129.21168947627848,13.397069477080468,0.31273290865726644,F
5,559.9699014874204,531.0439068105666,25.568094603153323,0.5386783723494052,F
6,583.3117991792845,548.4768646400084,26.1890745371431,0.5382754073409172,DI
7,599.7865702332203,564.4363663483887,26.717241826763118,0.5967269407475371,DI
8,607.5587744618368,576.2007230359245,27.229099735298714,0.6146554311056907,DI
9,591.5124192637221,565.1541566035689,27.358935505536703,0.6869116982915114,DI
10,585.1373272636812,559.629532843644,27.36152360121431,0.6794597933365528,DI
11,566.5684363575003,542.5239057922226,26.61426214770916,1.6363125150660667,DI
12,577.1787912030388,552.9149886589835,27.256930411896878,0.7148191162662686,DD
13,564.8921848037961,539.6963548784584,26.548090636908224,1.6350025551688125,DI
14,578.7131511539194,553.4233780198861,27.27267168822433,0.5879360301602529,DD
15,562.8268871072352,538.0302415017013,26.497472481195505,1.6373678870778525,DI
16,575.6856936912417,550.4396125965627,27.169946411878897,0.6314886325591769,DD
17,561.9043210180054,537.3415373924217,26.470298283159902,1.647154770743044,DI
18,576.627219774366,551.0637513950201,27.165428332301953,0.6287462509053349,DD
19,561.681128677663,536.3084192907763,26.440327620061133,1.6420482229143776,DI
20,576.4270292499418,550.5621437905006,27.14853609749849,0.6294038061542181,DD
